seqnames,strand,position,sampleName,refGenome
chr10,+,68392652,TDN - PR_NR,hg38
chr3,+,4014710,TDN - PR_NR,hg38
chr6,-,30496477,TDN - PR_NR,hg38
chr3,+,88154797,TDN - PR_NR,hg38
chr16,-,50351160,TDN - PR_NR,hg38
chr1,-,92560971,TDN - PR_NR,hg38
chr17,+,31231562,TDN - PR_NR,hg38
chr17,+,82466219,TDN - PR_NR,hg38
chr2,+,24724251,TDN - PR_NR,hg38
chr2,+,174220945,TDN - PR_NR,hg38
chr16,+,1389637,TDN - PR_NR,hg38
chr4,+,121810335,TDN - PR_NR,hg38
chr17,-,77177536,TDN - PR_NR,hg38
chr9,-,122953673,TDN - PR_NR,hg38
chr17,-,7877990,TDN - PR_NR,hg38
chr9,-,125321844,TDN - PR_NR,hg38
chr16,+,670780,TDN - PR_NR,hg38
chr16,+,29018484,TDN - PR_NR,hg38
chr12,+,96910021,TDN - PR_NR,hg38
chr11,-,107859449,TDN - PR_NR,hg38
chr13,-,44516902,TDN - PR_NR,hg38
chr17,+,8209177,TDN - PR_NR,hg38
chr11,-,124121722,TDN - PR_NR,hg38
chr5,+,179576505,TDN - PR_NR,hg38
chr1,-,153814299,TDN - PR_NR,hg38
chr22,-,24560866,TDN - PR_NR,hg38
chr19,-,49926135,TDN - PR_NR,hg38
chr19,-,10897234,TDN - PR_NR,hg38
chr11,-,128300587,TDN - PR_NR,hg38
chr19,-,40126597,TDN - PR_NR,hg38
chr17,-,76218361,TDN - PR_NR,hg38
chr2,+,202691492,TDN - PR_NR,hg38
chr11,-,68562072,TDN - PR_NR,hg38
chr2,+,181261212,TDN - PR_NR,hg38
chr12,+,62541803,TDN - PR_NR,hg38
chr9,+,132312485,TDN - PR_NR,hg38
chr12,-,42397629,TDN - PR_NR,hg38
chr14,-,104763573,TDN - PR_NR,hg38
chr3,-,182872631,TDN - PR_NR,hg38
chr19,+,48122279,TDN - PR_NR,hg38
chr8,+,78520291,TDN - PR_NR,hg38
chr1,-,153888548,TDN - PR_NR,hg38
chr11,+,128312217,TDN - PR_NR,hg38
chr1,-,155912743,TDN - PR_NR,hg38
chr11,-,66182331,TDN - PR_NR,hg38
chr7,-,77809071,TDN - PR_NR,hg38
chr15,-,66606023,TDN - PR_NR,hg38
chr9,-,137259273,TDN - PR_NR,hg38
chr18,-,63116138,TDN - PR_NR,hg38
chr11,-,66131624,TDN - PR_NR,hg38
chr1,+,26240169,TDN - PR_NR,hg38
chr3,+,72488487,TDN - PR_NR,hg38
chr11,-,64807103,TDN - PR_NR,hg38
chr7,-,75479815,TDN - PR_NR,hg38
chr16,+,57584412,TDN - PR_NR,hg38
chr6,+,45893150,TDN - PR_NR,hg38
chr8,+,94407728,TDN - PR_NR,hg38
chr4,+,132493010,TDN - PR_NR,hg38
chr20,+,32279612,TDN - PR_NR,hg38
chr11,+,127936414,TDN - PR_NR,hg38
chr1,+,7867845,TDN - PR_NR,hg38
chr5,+,81653090,TDN - PR_NR,hg38
chr11,+,227985,TDN - PR_NR,hg38
chr8,+,67151106,TDN - PR_NR,hg38
chr6,-,11447223,TDN - PR_NR,hg38
chr3,+,149058226,TDN - PR_NR,hg38
chr10,-,102568081,TDN - PR_NR,hg38
chr19,+,6607892,TDN - PR_NR,hg38
chr1,-,155600119,TDN - PR_NR,hg38
chr2,-,133283720,TDN - PR_NR,hg38
chr6,-,30573932,TDN - PR_NR,hg38
chr10,-,50760105,TDN - PR_NR,hg38
chr9,+,112711832,TDN - PR_NR,hg38
chr6,-,33258213,TDN - PR_NR,hg38
chr3,+,45623114,TDN - PR_NR,hg38
chr2,+,232819600,TDN - PR_NR,hg38
chr9,-,133150135,TDN - PR_NR,hg38
chr6,+,116179475,TDN - PR_NR,hg38
chr1,+,162599303,TDN - PR_NR,hg38
chr19,+,10157248,TDN - PR_NR,hg38
chr12,+,105138542,TDN - PR_NR,hg38
chr9,-,20383467,TDN - PR_NR,hg38
chr1,-,149980584,TDN - PR_NR,hg38
chr11,+,64773072,TDN - PR_NR,hg38
chr9,+,82906365,TDN - PR_NR,hg38
chr3,-,54093435,TDN - PR_NR,hg38
chr10,+,31428379,TDN - PR_NR,hg38
chr16,+,88694084,TDN - PR_NR,hg38
chr22,-,35798440,TDN - PR_NR,hg38
chr11,-,62716803,TDN - PR_NR,hg38
chr19,+,49829640,TDN - PR_NR,hg38
chr3,+,101565403,TDN - PR_NR,hg38
chr22,+,40069537,TDN - PR_NR,hg38
chr4,+,106352209,TDN - PR_NR,hg38
chr8,+,124335740,TDN - PR_NR,hg38
chr12,+,108817414,TDN - PR_NR,hg38
chr12,-,123884182,TDN - PR_NR,hg38
chr12,-,55903858,TDN - PR_NR,hg38
chr1,+,150691960,TDN - PR_NR,hg38
chr16,+,18877771,TDN - PR_NR,hg38
chr22,+,45777137,TDN - PR_NR,hg38
chr12,+,49413081,TDN - PR_NR,hg38
chr17,-,81597764,TDN - PR_NR,hg38
chr1,+,157688170,TDN - PR_NR,hg38
chr3,-,51822031,TDN - PR_NR,hg38
chr19,-,10177876,TDN - PR_NR,hg38
chr3,-,49022544,TDN - PR_NR,hg38
chr1,+,45746453,TDN - PR_NR,hg38
chr20,-,64261279,TDN - PR_NR,hg38
chr15,-,67753074,TDN - PR_NR,hg38
chr6,-,31243698,TDN - PR_NR,hg38
chrX,+,107092863,TDN - PR_NR,hg38
chr16,-,30467444,TDN - PR_NR,hg38
chr11,+,95189041,TDN - PR_NR,hg38
chr15,-,29357710,TDN - PR_NR,hg38
chr1,-,155823159,TDN - PR_NR,hg38
chr6,+,32911023,TDN - PR_NR,hg38
chr12,+,28234189,TDN - PR_NR,hg38
chr11,-,118763394,TDN - PR_NR,hg38
chr20,+,53658204,TDN - PR_NR,hg38
chr12,+,48669320,TDN - PR_NR,hg38
chr3,+,18418364,TDN - PR_NR,hg38
chr5,+,90016435,TDN - PR_NR,hg38
chr11,+,67197155,TDN - PR_NR,hg38
chr2,-,43783988,TDN - PR_NR,hg38
chr11,-,83275234,TDN - PR_NR,hg38
chr1,+,213076896,TDN - PR_NR,hg38
chr15,-,84687292,TDN - PR_NR,hg38
chr22,-,24123285,TDN - PR_NR,hg38
chr16,-,1467096,TDN - PR_NR,hg38
chr2,-,241307214,TDN - PR_NR,hg38
chr8,-,124573437,TDN - PR_NR,hg38
chr13,+,79387681,TDN - PR_NR,hg38
chr17,-,4290508,TDN - PR_NR,hg38
chr12,+,38861400,TDN - PR_NR,hg38
chr15,+,71864109,TDN - PR_NR,hg38
chr19,+,1595860,TDN - PR_NR,hg38
chr2,-,56811667,TDN - PR_NR,hg38
chr1,-,86923080,TDN - PR_NR,hg38
chr2,+,105361003,TDN - PR_NR,hg38
chr7,-,67310169,TDN - PR_NR,hg38
chr1,+,193072720,TDN - PR_NR,hg38
chr15,-,40658656,TDN - PR_NR,hg38
chr10,-,16431594,TDN - PR_NR,hg38
chr3,-,98457536,TDN - PR_NR,hg38
chr1,-,24658095,TDN - PR_NR,hg38
chr18,+,21762270,TDN - PR_NR,hg38
chr17,+,66309579,TDN - PR_NR,hg38
chr1,-,149422467,TDN - PR_NR,hg38
chr4,+,772409,TDN - PR_NR,hg38
chr8,-,30882426,TDN - PR_NR,hg38
chr2,+,69858536,TDN - PR_NR,hg38
chr11,+,95221333,TDN - PR_NR,hg38
chr2,-,229807180,TDN - PR_NR,hg38
chr19,+,14022025,TDN - PR_NR,hg38
chr16,+,67692635,TDN - PR_NR,hg38
chr6,-,63650480,TDN - PR_NR,hg38
chr4,+,79912268,TDN - PR_NR,hg38
chr13,-,104617095,TDN - PR_NR,hg38
chr4,-,174751111,TDN - PR_NR,hg38
chr13,+,73921345,TDN - PR_NR,hg38
chr6,+,32160915,TDN - PR_NR,hg38
chr11,-,62640766,TDN - PR_NR,hg38
chr17,-,82143029,TDN - PR_NR,hg38
chr16,-,26830624,TDN - PR_NR,hg38
chrX,-,15773908,TDN - PR_NR,hg38
chr1,+,1264334,TDN - PR_NR,hg38
chr16,-,89773696,TDN - PR_NR,hg38
chr2,-,74477140,TDN - PR_NR,hg38
chr1,-,1515906,TDN - PR_NR,hg38
chr14,-,39065482,TDN - PR_NR,hg38
chr6,+,31800162,TDN - PR_NR,hg38
chr11,-,98164980,TDN - PR_NR,hg38
chr10,+,84477067,TDN - PR_NR,hg38
chr2,+,42535174,TDN - PR_NR,hg38
chr18,-,31039087,TDN - PR_NR,hg38
chr20,+,20587650,TDN - PR_NR,hg38
chr22,+,40063100,TDN - PR_NR,hg38
chr2,-,173937342,TDN - PR_NR,hg38
chr5,-,170249796,TDN - PR_NR,hg38
chr1,+,176128337,TDN - PR_NR,hg38
chr22,-,30162959,TDN - PR_NR,hg38
chr18,+,35046243,TDN - PR_NR,hg38
chr20,-,63998968,TDN - PR_NR,hg38
chr1,+,77962566,TDN - PR_NR,hg38
chr11,-,74916319,TDN - PR_NR,hg38
chr11,+,66751438,TDN - PR_NR,hg38
chr2,+,121511410,TDN - PR_NR,hg38
chr16,-,29798213,TDN - PR_NR,hg38
chr17,-,3816185,TDN - PR_NR,hg38
chr4,+,25805040,TDN - PR_NR,hg38
chr19,-,49922832,TDN - PR_NR,hg38
chr2,+,222604135,TDN - PR_NR,hg38
chr6,+,36512993,TDN - PR_NR,hg38
chr12,+,69367217,TDN - PR_NR,hg38
chr6,-,149290424,TDN - PR_NR,hg38
chr15,+,43050078,TDN - PR_NR,hg38
chr6,-,125801429,TDN - PR_NR,hg38
chr5,+,68275716,TDN - PR_NR,hg38
chr19,+,2912422,TDN - PR_NR,hg38
chr7,-,33639502,TDN - PR_NR,hg38
chr1,+,28401323,TDN - PR_NR,hg38
chr17,+,61974667,TDN - PR_NR,hg38
chr5,-,171396831,TDN - PR_NR,hg38
chr8,+,52298741,TDN - PR_NR,hg38
chr16,+,19527558,TDN - PR_NR,hg38
chr1,-,155904477,TDN - PR_NR,hg38
chr1,+,83019578,TDN - PR_NR,hg38
chr2,+,119935925,TDN - PR_NR,hg38
chr8,+,47523041,TDN - PR_NR,hg38
chr6,-,34242718,TDN - PR_NR,hg38
chr1,-,161888433,TDN - PR_NR,hg38
chr1,-,1255522,TDN - PR_NR,hg38
chr15,+,83797471,TDN - PR_NR,hg38
chr17,+,75795251,TDN - PR_NR,hg38
chr2,-,215319020,TDN - PR_NR,hg38
chr13,-,38361395,TDN - PR_NR,hg38
chr7,+,135178504,TDN - PR_NR,hg38
chr13,-,53397631,TDN - PR_NR,hg38
chr5,-,56099806,TDN - PR_NR,hg38
chr7,+,74845087,TDN - PR_NR,hg38
chr5,+,66016227,TDN - PR_NR,hg38
chr13,+,46223726,TDN - PR_NR,hg38
chr2,+,177261803,TDN - PR_NR,hg38
chr8,-,129882313,TDN - PR_NR,hg38
chr19,-,45852986,TDN - PR_NR,hg38
chr7,-,139732656,TDN - PR_NR,hg38
chr7,+,152182201,TDN - PR_NR,hg38
chr2,-,108790665,TDN - PR_NR,hg38
chr6,-,122411216,TDN - PR_NR,hg38
chr9,-,130056132,TDN - PR_NR,hg38
chr6,-,12100009,TDN - PR_NR,hg38
chr16,-,1842002,TDN - PR_NR,hg38
chr18,+,50976829,TDN - PR_NR,hg38
chr20,-,3958211,TDN - PR_NR,hg38
chr19,+,2134398,TDN - PR_NR,hg38
chr19,+,14391919,TDN - PR_NR,hg38
chr1,-,110890314,TDN - PR_NR,hg38
chr10,+,117308882,TDN - PR_NR,hg38
chr18,-,65759404,TDN - PR_NR,hg38
chr19,+,3058153,TDN - PR_NR,hg38
chr9,+,39469680,TDN - PR_NR,hg38
chr6,-,150921349,TDN - PR_NR,hg38
chr12,-,53376902,TDN - PR_NR,hg38
chr3,-,126034665,TDN - PR_NR,hg38
chr12,+,54436728,TDN - PR_NR,hg38
chr16,+,2450297,TDN - PR_NR,hg38
chr22,-,39410526,TDN - PR_NR,hg38
chr5,-,181298232,TDN - PR_NR,hg38
chr10,-,22450888,TDN - PR_NR,hg38
chr15,+,61871642,TDN - PR_NR,hg38
chr12,+,43988338,TDN - PR_NR,hg38
chr11,+,66123872,TDN - PR_NR,hg38
chr14,-,60099699,TDN - PR_NR,hg38
chr2,-,38598765,TDN - PR_NR,hg38
chr4,+,87555415,TDN - PR_NR,hg38
chr5,-,91308418,TDN - PR_NR,hg38
chr20,-,63912586,TDN - PR_NR,hg38
chr11,-,88421650,TDN - PR_NR,hg38
chr4,-,168195365,TDN - PR_NR,hg38
chr11,+,117093185,TDN - PR_NR,hg38
chr1,-,155014303,TDN - PR_NR,hg38
chr5,-,131690658,TDN - PR_NR,hg38
chr15,-,41078267,TDN - PR_NR,hg38
chr19,-,6763704,TDN - PR_NR,hg38
chr4,-,139343591,TDN - PR_NR,hg38
chr3,+,51445515,TDN - PR_NR,hg38
chr11,+,65432081,TDN - PR_NR,hg38
chr12,-,44750525,TDN - PR_NR,hg38
chr16,+,50172368,TDN - PR_NR,hg38
chr2,-,174925290,TDN - PR_NR,hg38
chr19,-,6906030,TDN - PR_NR,hg38
chr14,-,106140846,TDN - PR_NR,hg38
chr6,-,118859382,TDN - PR_NR,hg38
chr5,-,173009898,TDN - PR_NR,hg38
chr2,-,181151329,TDN - PR_NR,hg38
chr19,+,6846074,TDN - PR_NR,hg38
chr8,+,98992692,TDN - PR_NR,hg38
chr17,-,29676738,TDN - PR_NR,hg38
chr7,-,133289927,TDN - PR_NR,hg38
chr1,+,11155533,TDN - PR_NR,hg38
chr17,+,38957735,TDN - PR_NR,hg38
chr2,+,97834678,TDN - PR_NR,hg38
chr18,-,31850846,TDN - PR_NR,hg38
chr21,+,35324736,TDN - PR_NR,hg38
chr16,-,1709432,TDN - PR_NR,hg38
chr6,-,141010461,TDN - PR_NR,hg38
chr12,-,39577170,TDN - PR_NR,hg38
chr7,-,155716777,TDN - PR_NR,hg38
chr8,+,144943556,TDN - PR_NR,hg38
chr3,+,154309726,TDN - PR_NR,hg38
chr1,+,63385405,TDN - PR_NR,hg38
chr6,-,35324605,TDN - PR_NR,hg38
chr8,-,144740452,TDN - PR_NR,hg38
chrX,-,3711390,TDN - PR_NR,hg38
chr11,+,65283082,TDN - PR_NR,hg38
chr8,+,37276020,TDN - PR_NR,hg38
chr2,-,217108094,TDN - PR_NR,hg38
chr7,+,2336630,TDN - PR_NR,hg38
chr6,-,147372593,TDN - PR_NR,hg38
chr18,-,37174849,TDN - PR_NR,hg38
chr6,-,149631735,TDN - PR_NR,hg38
chr10,-,23335169,TDN - PR_NR,hg38
chr22,+,43986035,TDN - PR_NR,hg38
chr9,+,101559433,TDN - PR_NR,hg38
chr17,-,76219078,TDN - PR_NR,hg38
chr12,-,50780736,TDN - PR_NR,hg38
chr1,-,215615072,TDN - PR_NR,hg38
chr21,-,22388656,TDN - PR_NR,hg38
chr8,+,143917237,TDN - PR_NR,hg38
chr6,+,112020437,TDN - PR_NR,hg38
chr1,-,194060478,TDN - PR_NR,hg38
chr12,+,101835258,TDN - PR_NR,hg38
chrX,-,121259805,TDN - PR_NR,hg38
chr19,-,40825370,TDN - PR_NR,hg38
chr16,-,89814940,TDN - PR_NR,hg38
chr11,+,56487704,TDN - PR_NR,hg38
chr6,-,31552276,TDN - PR_NR,hg38
chr7,-,155661138,TDN - PR_NR,hg38
chr1,+,231310043,TDN - PR_NR,hg38
chr3,+,105703323,TDN - PR_NR,hg38
chr14,-,60819263,TDN - PR_NR,hg38
chr16,-,69140371,TDN - PR_NR,hg38
chr4,-,110169458,TDN - PR_NR,hg38
chr19,-,5624151,TDN - PR_NR,hg38
chr1,-,155921238,TDN - PR_NR,hg38
chrX,-,154070136,TDN - PR_NR,hg38
chr20,-,63715687,TDN - PR_NR,hg38
chr9,-,79688557,TDN - PR_NR,hg38
chr12,+,4543108,TDN - PR_NR,hg38
chr7,+,17830071,TDN - PR_NR,hg38
chr12,-,70319904,TDN - PR_NR,hg38
chr22,+,31801366,TDN - PR_NR,hg38
chr6,-,127300306,TDN - PR_NR,hg38
chr4,+,99706723,TDN - PR_NR,hg38
chr19,+,10178536,TDN - PR_NR,hg38
chr1,+,44757060,TDN - PR_NR,hg38
chr22,-,24337513,TDN - PR_NR,hg38
chr3,+,101684443,TDN - PR_NR,hg38
chr14,-,49712284,TDN - PR_NR,hg38
chr6,-,31289464,TDN - PR_NR,hg38
chr17,-,75334057,TDN - PR_NR,hg38
chr6,+,31798285,TDN - PR_NR,hg38
chr5,+,161351813,TDN - PR_NR,hg38
chr1,-,171734041,TDN - PR_NR,hg38
chr3,+,50109574,TDN - PR_NR,hg38
chr2,-,229902221,TDN - PR_NR,hg38
chr12,+,122478771,TDN - PR_NR,hg38
chr3,+,158786010,TDN - PR_NR,hg38
chr12,+,122406381,TDN - PR_NR,hg38
chr5,-,16731633,TDN - PR_NR,hg38
chr11,+,113887590,TDN - PR_NR,hg38
chr11,+,63449260,TDN - PR_NR,hg38
chr2,+,25860175,TDN - PR_NR,hg38
chr3,-,142421836,TDN - PR_NR,hg38
chr19,+,2913678,TDN - PR_NR,hg38
chr1,-,64865223,TDN - PR_NR,hg38
chr16,+,28162190,TDN - PR_NR,hg38
chr3,+,172362669,TDN - PR_NR,hg38
chr1,-,23586847,TDN - PR_NR,hg38
chr11,+,65661091,TDN - PR_NR,hg38
chr19,+,49480181,TDN - PR_NR,hg38
chr19,-,57326251,TDN - PR_NR,hg38
chr3,-,87230061,TDN - PR_NR,hg38
chr14,+,73769760,TDN - PR_NR,hg38
chr2,+,28920262,TDN - PR_NR,hg38
chr8,-,143654776,TDN - PR_NR,hg38
chr16,+,57006661,TDN - PR_NR,hg38
chrX,-,154740008,TDN - PR_NR,hg38
chr11,-,68195210,TDN - PR_NR,hg38
chr1,-,174752395,TDN - PR_NR,hg38
chr1,-,18994782,TDN - PR_NR,hg38
chr9,+,137372870,TDN - PR_NR,hg38
chr14,-,30911381,TDN - PR_NR,hg38
chr9,-,6761128,TDN - PR_NR,hg38
chr6,-,89163721,TDN - PR_NR,hg38
chr17,-,75379225,TDN - PR_NR,hg38
chr12,+,54387831,TDN - PR_NR,hg38
chr5,-,173080291,TDN - PR_NR,hg38
chr10,-,127869053,TDN - PR_NR,hg38
chr2,-,207691310,TDN - PR_NR,hg38
chr6,-,169718858,TDN - PR_NR,hg38
chr17,-,4222721,TDN - PR_NR,hg38
chr19,+,32455311,TDN - PR_NR,hg38
chr3,+,48797063,TDN - PR_NR,hg38
chr13,+,109758564,TDN - PR_NR,hg38
chr7,-,114803582,TDN - PR_NR,hg38
chr17,-,75954863,TDN - PR_NR,hg38
chr6,+,20858539,TDN - PR_NR,hg38
chr22,-,20815713,TDN - PR_NR,hg38
chr1,+,176200442,TDN - PR_NR,hg38
chr16,-,20744672,TDN - PR_NR,hg38
chr9,-,97436971,TDN - PR_NR,hg38
chr2,-,116069176,TDN - PR_NR,hg38
chr7,-,17819904,TDN - PR_NR,hg38
chr9,+,126808234,TDN - PR_NR,hg38
chr6,-,138904613,TDN - PR_NR,hg38
chr2,-,24612947,TDN - PR_NR,hg38
chr4,+,98540540,TDN - PR_NR,hg38
chr3,+,107591041,TDN - PR_NR,hg38
chr11,+,58605588,TDN - PR_NR,hg38
chr6,-,30582790,TDN - PR_NR,hg38
chr16,+,28150807,TDN - PR_NR,hg38
chr4,+,36288567,TDN - PR_NR,hg38
chr19,-,58233822,TDN - PR_NR,hg38
chr3,-,107581906,TDN - PR_NR,hg38
chrX,+,154330722,TDN - PR_NR,hg38
chr5,-,168751899,TDN - PR_NR,hg38
chr19,+,2181131,TDN - PR_NR,hg38
chr17,+,37534977,TDN - PR_NR,hg38
chr9,-,78248477,TDN - PR_NR,hg38
chr7,-,106880985,TDN - PR_NR,hg38
chr19,-,3960439,TDN - PR_NR,hg38
chr4,-,2538611,TDN - PR_NR,hg38
chr19,+,2026131,TDN - PR_NR,hg38
chr1,-,205765138,TDN - PR_NR,hg38
chr9,-,132305925,TDN - PR_NR,hg38
chr17,+,2121723,TDN - PR_NR,hg38
chr12,-,773604,TDN - PR_NR,hg38
chr13,-,27091974,TDN - PR_NR,hg38
chr16,-,11701752,TDN - PR_NR,hg38
chr12,-,129289407,TDN - PR_NR,hg38
chr7,-,150105089,TDN - PR_NR,hg38
chr1,+,145938032,TDN - PR_NR,hg38
chr16,-,21462106,TDN - PR_NR,hg38
chr13,-,45150050,TDN - PR_NR,hg38
chr15,+,55181654,TDN - PR_NR,hg38
chr11,-,5620381,TDN - PR_NR,hg38
chr19,-,58555680,TDN - PR_NR,hg38
chr11,-,87082218,TDN - PR_NR,hg38
chr10,-,23375592,TDN - PR_NR,hg38
chr13,-,79198939,TDN - PR_NR,hg38
chr1,+,27792469,TDN - PR_NR,hg38
chr3,-,184536292,TDN - PR_NR,hg38
chr4,-,44698135,TDN - PR_NR,hg38
chr19,+,7443276,TDN - PR_NR,hg38
chr11,+,672501,TDN - PR_NR,hg38
chr20,+,45353348,TDN - PR_NR,hg38
chr7,+,92031207,TDN - PR_NR,hg38
chr22,-,37898033,TDN - PR_NR,hg38
chr16,+,67566837,TDN - PR_NR,hg38
chr11,-,65469700,TDN - PR_NR,hg38
chr11,-,104955714,TDN - PR_NR,hg38
chr2,-,152726863,TDN - PR_NR,hg38
chr1,+,20813307,TDN - PR_NR,hg38
chr11,+,240016,TDN - PR_NR,hg38
chr15,+,92886735,TDN - PR_NR,hg38
chr19,-,2258738,TDN - PR_NR,hg38
chr11,+,74808739,TDN - PR_NR,hg38
chr5,+,38948521,TDN - PR_NR,hg38
chr5,-,116139125,TDN - PR_NR,hg38
chr16,+,89896674,TDN - PR_NR,hg38
chr2,+,31887769,TDN - PR_NR,hg38
chr13,+,79464454,TDN - PR_NR,hg38
chr7,+,124851675,TDN - PR_NR,hg38
chr19,+,2178399,TDN - PR_NR,hg38
chr21,-,31189706,TDN - PR_NR,hg38
chr21,+,46279196,TDN - PR_NR,hg38
chr17,-,4604885,TDN - PR_NR,hg38
chr13,-,76593864,TDN - PR_NR,hg38
chr7,-,139244013,TDN - PR_NR,hg38
chr1,+,30991554,TDN - PR_NR,hg38
chr2,-,241713426,TDN - PR_NR,hg38
chr1,+,1313323,TDN - PR_NR,hg38
chr15,+,63074347,TDN - PR_NR,hg38
chr11,-,65102050,TDN - PR_NR,hg38
chr11,+,65193594,TDN - PR_NR,hg38
chr17,+,39498296,TDN - PR_NR,hg38
chr5,-,14662817,TDN - PR_NR,hg38
chr11,-,66208618,TDN - PR_NR,hg38
chr1,+,155792530,TDN - PR_NR,hg38
chr8,-,73521908,TDN - PR_NR,hg38
chr4,+,80469097,TDN - PR_NR,hg38
chr21,-,25803069,TDN - PR_NR,hg38
chr19,-,39829758,TDN - PR_NR,hg38
chr7,-,105265092,TDN - PR_NR,hg38
chr6,-,159087185,TDN - PR_NR,hg38
chr13,+,36825395,TDN - PR_NR,hg38
chr16,+,22340174,TDN - PR_NR,hg38
chrX,-,8970010,TDN - PR_NR,hg38
chr5,+,100867870,TDN - PR_NR,hg38
chr17,-,7878441,TDN - PR_NR,hg38
chr3,-,44506546,TDN - PR_NR,hg38
chrX,+,84422701,TDN - PR_NR,hg38
chr12,-,88092200,TDN - PR_NR,hg38
chr16,-,10542177,TDN - PR_NR,hg38
chr1,+,97817936,TDN - PR_NR,hg38
chr19,+,50016329,TDN - PR_NR,hg38
chr19,+,43566622,TDN - PR_NR,hg38
chr1,-,56402053,TDN - PR_NR,hg38
chr12,-,54255635,TDN - PR_NR,hg38
chr6,+,82176984,TDN - PR_NR,hg38
chr2,-,165949179,TDN - PR_NR,hg38
chr11,+,65193383,TDN - PR_NR,hg38
chrX,+,143432231,TDN - PR_NR,hg38
chr19,+,56298841,TDN - PR_NR,hg38
chr3,-,57560878,TDN - PR_NR,hg38
chr16,-,70276907,TDN - PR_NR,hg38
chr12,+,57407021,TDN - PR_NR,hg38
chr17,-,81511035,TDN - PR_NR,hg38
chr4,+,89135163,TDN - PR_NR,hg38
chr5,+,81710321,TDN - PR_NR,hg38
chr2,-,218944215,TDN - PR_NR,hg38
chr2,-,113942348,TDN - PR_NR,hg38
chr12,+,56180072,TDN - PR_NR,hg38
chr17,+,81610499,TDN - PR_NR,hg38
chrX,-,107696991,TDN - PR_NR,hg38
chr19,-,39140691,TDN - PR_NR,hg38
chr3,-,184978856,TDN - PR_NR,hg38
chr1,+,197157504,TDN - PR_NR,hg38
chr1,+,19746827,TDN - PR_NR,hg38
chr18,-,22352835,TDN - PR_NR,hg38
chr19,-,11099215,TDN - PR_NR,hg38
chr7,+,131398042,TDN - PR_NR,hg38
chr12,+,56310298,TDN - PR_NR,hg38
chr5,-,31441402,TDN - PR_NR,hg38
chr13,-,26911722,TDN - PR_NR,hg38
chr12,-,1759674,TDN - PR_NR,hg38
chr2,+,231314136,TDN - PR_NR,hg38
chr9,-,136928857,TDN - PR_NR,hg38
chr17,+,80867708,TDN - PR_NR,hg38
chr11,+,65482041,TDN - PR_NR,hg38
chr8,-,77003633,TDN - PR_NR,hg38
chr3,-,48931581,TDN - PR_NR,hg38
chr10,+,100163976,TDN - PR_NR,hg38
chr19,-,49480993,TDN - PR_NR,hg38
chr5,-,164595319,TDN - PR_NR,hg38
chr5,+,64901423,TDN - PR_NR,hg38
chr3,+,48942456,TDN - PR_NR,hg38
chr8,+,144752034,TDN - PR_NR,hg38
chr17,+,8448281,TDN - PR_NR,hg38
chrY,-,7356985,TDN - PR_NR,hg38
chr3,+,105739754,TDN - PR_NR,hg38
chr17,+,29508805,TDN - PR_NR,hg38
chr7,+,6893806,TDN - PR_NR,hg38
chr3,+,152022893,TDN - PR_NR,hg38
chr16,+,29795290,TDN - PR_NR,hg38
chr17,+,37592587,TDN - PR_NR,hg38
chr22,-,40126185,TDN - PR_NR,hg38
chr15,+,69716100,TDN - PR_NR,hg38
chr6,+,16467129,TDN - PR_NR,hg38
chr14,+,51879391,TDN - PR_NR,hg38
chr8,-,88412540,TDN - PR_NR,hg38
chr16,+,586208,TDN - PR_NR,hg38
chr19,-,1372894,TDN - PR_NR,hg38
chr5,-,133957778,TDN - PR_NR,hg38
chr12,+,79822881,TDN - PR_NR,hg38
chr13,+,41715523,TDN - PR_NR,hg38
chr11,+,66207439,TDN - PR_NR,hg38
chr19,-,52665797,TDN - PR_NR,hg38
chr1,+,1818385,TDN - PR_NR,hg38
chr1,+,12136500,TDN - PR_NR,hg38
chr2,-,31922043,TDN - PR_NR,hg38
chr7,-,19703300,TDN - PR_NR,hg38
chr1,+,46484721,TDN - PR_NR,hg38
chr16,-,71794271,TDN - PR_NR,hg38
chr17,-,74237912,TDN - PR_NR,hg38
chr21,+,45083828,TDN - PR_NR,hg38
chrX,+,147924252,TDN - PR_NR,hg38
chr12,+,42137683,TDN - PR_NR,hg38
chr19,+,6030474,TDN - PR_NR,hg38
chr5,+,143000402,TDN - PR_NR,hg38
chr13,+,47987127,TDN - PR_NR,hg38
chr13,-,112557760,TDN - PR_NR,hg38
chrX,-,71600664,TDN - PR_NR,hg38
chr1,+,26671610,TDN - PR_NR,hg38
chr7,-,105016080,TDN - PR_NR,hg38
chr19,-,5783587,TDN - PR_NR,hg38
chr9,+,128506763,TDN - PR_NR,hg38
chr6,-,169852419,TDN - PR_NR,hg38
chr22,-,50392642,TDN - PR_NR,hg38
chr16,+,737475,TDN - PR_NR,hg38
chr16,-,11162839,TDN - PR_NR,hg38
chr1,+,59337957,TDN - PR_NR,hg38
chr7,-,118192844,TDN - PR_NR,hg38
chr16,-,15086971,TDN - PR_NR,hg38
chr12,+,56432382,TDN - PR_NR,hg38
chr18,-,263215,TDN - PR_NR,hg38
chr17,+,62031963,TDN - PR_NR,hg38
chr11,-,247159,TDN - PR_NR,hg38
chr12,-,121450842,TDN - PR_NR,hg38
chr9,+,15189316,TDN - PR_NR,hg38
